EMu Catalog IRN,CatPrefix,CatNumber,CatSuffix,BioParticipantString,BioDateVisitedFrom,BioDateVisitedTo,ClaOrder,ClaFamily,ClaGenus,ClaSpecies,ClaSubspecies,EMU Localities IRN,AquBottomDepthFromMet,AquBottomDepthToMet,AquDepthFromMet,AquDepthToMet,AquDistanceFromShoreMet,AquDistanceFromShoreToMet,DraDrainage,DraDrainageSeaGulf,DraPrimaryTributary,DraQuaternaryTributary,DraRiverBasin,DraSecondaryTributary,DraTertiaryTributary,LatDeriveCentroid_tab,LatPreferred_tab,LocArchipelago,LocBaySound,LocContinent,LocContinentalShelfRegion,LocCountry,LocDistrictCountyShire,LocIslandGrouping,LocIslandName,LocNearestNamedPlace,LocNoFurtherLocalityData,LocOcean,LocPreciseLocation,LocProvinceStateTerritory,LocSeaGulf,LocSiteName_tab,LocTownship,TerElevationFromMet,TerElevationToMet,TerVerbatimElevation,LatPreferredCentroidLatDec,LatPreferredCentroidLongDec
3344521,R,131594,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344523,R,131595,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344525,R,131596,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344527,R,131597,,Chaim Kropack,1971-02-10,1971-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344807,R,131737,,Chaim Kropack,1971-01-06,1971-01-06,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344809,R,131738,,Chaim Kropack,1971-01-06,1971-01-06,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344811,R,131739,,Chaim Kropack,1971-01-06,1971-01-06,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344813,R,131740,,Chaim Kropack,1971-01-06,1971-01-06,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344815,R,131741,,Chaim Kropack,1971-01-06,1971-01-06,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344817,R,131742,,Chaim Kropack,1971-01-06,1971-01-06,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344821,R,131744,,Chaim Kropack,1971-01-06,1971-01-06,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344819,R,131743,,Chaim Kropack,1971-01-06,1971-01-06,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344825,R,131746,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344673,R,131670,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344677,R,131672,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344679,R,131673,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344727,R,131697,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344731,R,131699,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344735,R,131701,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344737,R,131702,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344743,R,131705,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344745,R,131706,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344749,R,131708,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344753,R,131710,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344325,R,131496,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344327,R,131497,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344329,R,131498,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344331,R,131499,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344333,R,131500,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344335,R,131501,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344337,R,131502,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344339,R,131503,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344341,R,131504,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344343,R,131505,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3344345,R,131506,,Chaim Kropack,1969-09-13,1969-09-13,Squamata,Hydrophiidae,Pelamis,platurus,,3027349,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Pacheca,Bay of Panama,,,,,,,,
3391919,R,63566,,Robert C. Murphy,1941-05-22,1941-05-22,Squamata,Hydrophiidae,Pelamis,platurus,,3034116,,,,,,,,,,,,,,,,,,North America,,[Panama],,,,,,,"2 mi W of Pl Garachine, Gulf of Panama",,,,,,,,,
3344417,R,131542,,Chaim Kropack,1970-06-27,1970-06-27,Squamata,Hydrophiidae,Pelamis,platurus,,3027358,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,between Isla Taboguilla and Isla Otoque,Bay of Panama,,,,,,,,
3344419,R,131543,,Chaim Kropack,1970-06-27,1970-06-27,Squamata,Hydrophiidae,Pelamis,platurus,,3027358,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,between Isla Taboguilla and Isla Otoque,Bay of Panama,,,,,,,,
3344421,R,131544,,Chaim Kropack,1970-06-27,1970-06-27,Squamata,Hydrophiidae,Pelamis,platurus,,3027358,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,between Isla Taboguilla and Isla Otoque,Bay of Panama,,,,,,,,
3344423,R,131545,,Chaim Kropack,1970-06-27,1970-06-27,Squamata,Hydrophiidae,Pelamis,platurus,,3027358,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,between Isla Taboguilla and Isla Otoque,Bay of Panama,,,,,,,,
3344425,R,131546,,Chaim Kropack,1970-06-27,1970-06-27,Squamata,Hydrophiidae,Pelamis,platurus,,3027358,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,between Isla Taboguilla and Isla Otoque,Bay of Panama,,,,,,,,
3344363,R,131515,,Chaim Kropack,1970-04-02,1970-04-02,Squamata,Hydrophiidae,Pelamis,platurus,,3027353,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Western Panama, Isla Secas",,,,,,,,,
3564954,R,28395,,Ludlow Griscom,1924-04-10,1924-04-10,Squamata,Hydrophiidae,Pelamis,platurus,,3055895,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,5 mi off mouth of Rio San Lorenzo [=Rio Grande],Veraguas,,,,,,,7.67,-81.30
3564956,R,28396,,Ludlow Griscom,1924-04-10,1924-04-10,Squamata,Hydrophiidae,Pelamis,platurus,,3055895,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,5 mi off mouth of Rio San Lorenzo [=Rio Grande],Veraguas,,,,,,,7.67,-81.30
3564958,R,28397,,Ludlow Griscom,1924-04-10,1924-04-10,Squamata,Hydrophiidae,Pelamis,platurus,,3055895,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,5 mi off mouth of Rio San Lorenzo [=Rio Grande],Veraguas,,,,,,,7.67,-81.30
3564964,R,28400,,Ludlow Griscom,1924-04-10,1924-04-10,Squamata,Hydrophiidae,Pelamis,platurus,,3055895,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,5 mi off mouth of Rio San Lorenzo [=Rio Grande],Veraguas,,,,,,,7.67,-81.30
3564966,R,28401,,Ludlow Griscom,1924-04-10,1924-04-10,Squamata,Hydrophiidae,Pelamis,platurus,,3055895,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,5 mi off mouth of Rio San Lorenzo [=Rio Grande],Veraguas,,,,,,,7.67,-81.30
3564968,R,28402,,Ludlow Griscom,1924-04-10,1924-04-10,Squamata,Hydrophiidae,Pelamis,platurus,,3055895,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,5 mi off mouth of Rio San Lorenzo [=Rio Grande],Veraguas,,,,,,,7.67,-81.30
3564970,R,28403,,Ludlow Griscom,1924-04-10,1924-04-10,Squamata,Hydrophiidae,Pelamis,platurus,,3055895,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,5 mi off mouth of Rio San Lorenzo [=Rio Grande],Veraguas,,,,,,,7.67,-81.30
3564960,R,28398,,Ludlow Griscom,1924-04-10,1924-04-10,Squamata,Hydrophiidae,Pelamis,platurus,,3055895,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,5 mi off mouth of Rio San Lorenzo [=Rio Grande],Veraguas,,,,,,,7.67,-81.30
3344401,R,131534,,Chaim Kropack,1970-04-15,1970-04-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027356,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,near Isla Otoque,Bay of Panama,,,,,,,8.6217,-79.5383
3344407,R,131537,,Chaim Kropack,1970-04-15,1970-04-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027356,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,near Isla Otoque,Bay of Panama,,,,,,,8.6217,-79.5383
3344399,R,131533,,Chaim Kropack,1970-04-15,1970-04-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027356,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,near Isla Otoque,Bay of Panama,,,,,,,8.6217,-79.5383
3344403,R,131535,,Chaim Kropack,1970-04-15,1970-04-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027356,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,near Isla Otoque,Bay of Panama,,,,,,,8.6217,-79.5383
3344411,R,131539,,Chaim Kropack,1970-04-15,1970-04-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027356,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,near Isla Otoque,Bay of Panama,,,,,,,8.6217,-79.5383
3344409,R,131538,,Chaim Kropack,1970-04-15,1970-04-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027356,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,near Isla Otoque,Bay of Panama,,,,,,,8.6217,-79.5383
3344405,R,131536,,Chaim Kropack,1970-04-15,1970-04-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027356,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,near Isla Otoque,Bay of Panama,,,,,,,8.6217,-79.5383
3344315,R,131491,,John E. Pillsbury,1967-05-08,1967-05-08,Squamata,Hydrophiidae,Pelamis,platurus,,3027346,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,8.2467,-78.9367
3344313,R,131490,,John E. Pillsbury,1967-05-08,1967-05-08,Squamata,Hydrophiidae,Pelamis,platurus,,3027346,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,8.2467,-78.9367
3435129,R,106682,,Chaim Kropach,1970-11-09,1970-11-09,Squamata,Hydrophiidae,Pelamis,platurus,,3040633,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,Gulf of Panama,Panama,,,,,,,8.7433,-79.5117
3461479,R,89523,,P. Centeno,1962-10-23,1962-10-23,Squamata,Hydrophiidae,Pelamis,platurus,,3045402,,,,,,,,,,,,,,Yes,"Yes
Yes",,,North America,,Panama,,,,,,,off Pacific Coast,,,,,,,,,
3499444,R,58068,,,1935,1935,Squamata,Hydrophiidae,Pelamis,platurus,,3049909,,,,,,,,,,,,,,Yes,"Yes
Yes",,,North America,,Panama,,,,,,,180 miles from Coiba Island,,,,,,,,,
3499442,R,58067,,,1935,1935,Squamata,Hydrophiidae,Pelamis,platurus,,3049909,,,,,,,,,,,,,,Yes,"Yes
Yes",,,North America,,Panama,,,,,,,180 miles from Coiba Island,,,,,,,,,
3585655,R,16938,,A. C. McGraner,,,Squamata,Hydrophiidae,Pelamis,platurus,,5031976,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"head waters of Chagres R.,",Canal Zone,,,,,,,,
3441090,R,115072,,Fred Parker,1971-11-01,1971-11-01,Squamata,Hydrophiidae,Hydrophis,elegans,,3041508,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Emeti,Western,,,,,,,,
3501989,R,40511,,Rollo H. Beck,1928-08-18,1928-08-18,Squamata,Hydrophiidae,Laticauda,colubrina,,3050235,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,Solomon Islands,,,,"Solomon Islands, Bouka [=Buka]",[Bougainville],,,,,,,,
3501983,R,40510,,Rollo H. Beck,1928-08-18,1928-08-18,Squamata,Hydrophiidae,Laticauda,colubrina,,3050235,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,Solomon Islands,,,,"Solomon Islands, Bouka [=Buka]",[Bougainville],,,,,,,,
3613657,R,82451,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613673,R,82459,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3611738,R,82447,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3611734,R,82445,,,1959-07-30,1959-07-30,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613669,R,82457,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613659,R,82452,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613667,R,82456,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613679,R,82461,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613663,R,82454,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613665,R,82455,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613661,R,82453,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3611748,R,82449,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3611740,R,82448,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3611732,R,82444,,,1959-07-30,1959-07-30,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613653,R,82450,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613675,R,82460,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3611736,R,82446,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613671,R,82458,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3613686,R,82462,,,1959-07-31,1959-07-31,Squamata,Hydrophiidae,Laticauda,colubrina,,3061560,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Port Moresby,[National Capital District],,,,,,,,
3441070,R,115064,,Fred Parker,1974-03-,1974-03-,Squamata,Hydrophiidae,Disteira,schistosa,,3041504,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,"Fly River, North Channel",Western,,,,,,,,
3441162,R,115089,,Fred Parker,1974-03-,1974-03-,Squamata,Hydrophiidae,Lapemis,curtus,,3041515,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Orokolo Bay,Gulf,,,,,,,,
3469824,R,76680,,R. F. Peterson,1956,1956,Squamata,Hydrophiidae,Laticauda,colubrina,,3046616,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,"Misima I, Bwagaoia, Louisiade Arch",Milne Bay,,,,,,,,
3414984,R,111818,,Fred Parker,1972-04-04,1972-04-04,Squamata,Hydrophiidae,Disteira,kingi,,3038036,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,[Gulf],,,,,,,,
3414988,R,111820,,Fred Parker,1972-04-04,1972-04-04,Squamata,Hydrophiidae,Disteira,major,,3038036,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,[Gulf],,,,,,,,
3415002,R,111827,,Fred Parker,1972-04-04,1972-04-04,Squamata,Hydrophiidae,Hydrophis,elegans,,3038036,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,[Gulf],,,,,,,,
3441164,R,115090,,Fred Parker,1972-04-04,1972-04-04,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038036,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,[Gulf],,,,,,,,
3441082,R,115069,,Fred Parker,1972-04-04,1972-04-04,Squamata,Hydrophiidae,Hydrophis,brookii,,3038036,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,[Gulf],,,,,,,,
3441066,R,115063,,Fred Parker,1973-08-10,1973-08-10,Squamata,Hydrophiidae,Aipysurus,eydouxi,,3041503,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Katow,Western,,,,,,,,
3404278,R,104340,,Otis Barton,1966-02-,1966-03-,Squamata,Hydrophiidae,Enhydrina,zweifeli,,3036404,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,mouth of Sepik River,East Sepik,,,,,,,,
3441092,R,115073,,Fred Parker,1973-03-09,1973-03-09,Squamata,Hydrophiidae,Hydrophis,pacificus,,3041495,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Mari,Western,,,,,,,,
3414982,R,111817,,Fred Parker,1972-04-04,1972-04-04,Squamata,Hydrophiidae,Disteira,kingi,,3038035,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,"Gulf of Papua, 40-50 mi E Daru",[Gulf],,,,,,,,
3414986,R,111819,,Fred Parker,1972-04-04,1972-04-04,Squamata,Hydrophiidae,Disteira,major,,3038035,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,"Gulf of Papua, 40-50 mi E Daru",[Gulf],,,,,,,,
3415000,R,111826,,Fred Parker,1972-04-04,1972-04-04,Squamata,Hydrophiidae,Hydrophis,elegans,,3038035,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,"Gulf of Papua, 40-50 mi E Daru",[Gulf],,,,,,,,
3453347,R,117759,,R. Mackay,1975-11-30,1975-11-30,Squamata,Hydrophiidae,Laticauda,colubrina,,3043696,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,"Bava Id, 2 km N, 19 km W of Port Moresby",Central,,,,,,,,
3358522,R,58869,,,1936-10-,1936-10-,Squamata,Hydrophiidae,Hydrophis,vorisi,,3029308,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,"East bank Fly River, opposite Sturt Island",[Western],,,,,,,,
3414954,R,111813,,Fred Parker,1973-01-14,1973-01-14,Squamata,Hydrophiidae,Aipysurus,laevis,,3037991,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Daru Id,Western,,,,,,,,
3441094,R,115074,,Fred Parker,1974-03-,1974-03-,Squamata,Hydrophiidae,Hydrophis,pacificus,,3041509,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Deception Bay,Gulf,,,,,,,,
3441158,R,115088,,Fred Parker,1974-03-,1974-03-,Squamata,Hydrophiidae,Lapemis,curtus,,3041509,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Deception Bay,Gulf,,,,,,,,
3441100,R,115076,,Fred Parker,1963,1963,Squamata,Hydrophiidae,Hydrophis,fasciatus,,3041505,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,Gulf,,,,,,,,
3441074,R,115066,,Fred Parker,1963,1963,Squamata,Hydrophiidae,Disteira,major,,3041505,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,Gulf,,,,,,,,
3441086,R,115071,,Fred Parker,1963,1963,Squamata,Hydrophiidae,Hydrophis,elegans,,3041505,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,Gulf,,,,,,,,
3441110,R,115077,,Fred Parker,1973-09-,1973-09-,Squamata,Hydrophiidae,Lapemis,curtus,,3041505,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,Gulf,,,,,,,,
3441140,R,115084,,Fred Parker,1973-09-,1973-09-,Squamata,Hydrophiidae,Lapemis,curtus,,3041505,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,Gulf,,,,,,,,
3441146,R,115085,,Fred Parker,1963,1963,Squamata,Hydrophiidae,Lapemis,curtus,,3041505,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,Gulf,,,,,,,,
3441148,R,115086,,Fred Parker,1963,1963,Squamata,Hydrophiidae,Lapemis,curtus,,3041505,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,Gulf,,,,,,,,
3441150,R,115087,,Fred Parker,1963,1963,Squamata,Hydrophiidae,Lapemis,curtus,,3041505,,,,,,,,,,,,,,,,,,Oceania,,Papua New Guinea,,,,,,,Gulf of Papua,Gulf,,,,,,,,
