PrepIRN	CatPrefix	CatNumber	CatSuffix	BioDateVisitedFrom	BioDateVisitedTo	ExpExpeditionName	BioParticipantString	ClaOrder	ClaFamily	ClaGenus	ClaSpecies	ClaSubspecies	LocContinent	LocCountry	LocDistrictCountyShire	LocIslandGrouping	LocIslandName	LocOcean	LocPreciseLocation	LocProvinceStateTerritory	LocSeaGulf	LocTownship	TerElevationFromMet	TerElevationToMet	TerVerbatimElevation	LatPreferredCentroidLatDec	LatPreferredCentroidLongDec
6063068	SKIN	224656		04 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands		New Georgia Islands	Tetepari	South Pacific	Tetepari Plantation	Western Province						-8.736192	157.551405
6063072	SKIN	224658		04 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands		New Georgia Islands	Tetepari	South Pacific	Tetepari Plantation	Western Province						-8.736192	157.551405
6063074	SKIN	224659		06 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands		New Georgia Islands	New Georgia	South Pacific	River near Helingeri Inlet	Western Province						-8.232445	157.654475
6056028	SKIN	221236		28 Feb 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas			Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
6063066	SKIN	224655		03 Sep 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands			Rennell Island	South Pacific	Lake Te Nggano	Rennell and Bellona Province						-11.798083	160.488668
6533152	EN	17633		11 Oct 1928			Emil Kaempfer	Anseriformes	Anatidae	Anas									Palmares, sea level. R. Grande do Sul, Brazil								
5585523	SKIN	436112		22 Nov 1908			R. W. Peavey	Anseriformes	Anatidae	Anas	platyrhynchos		North and Central America	USA					Seaford	New York							
2167596	SKIN	731636		Jan 1897				Anseriformes	Anatidae	Anas	platyrhynchos	platyrhynchos		S. Russia					Hassan Code, Caspian Sea								
6048270	SKIN	217027		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6482466	FLUID	14381				Whitney South Sea Expedition		Anseriformes	Anatidae	Anas	superciliosa							South Pacific									
6048274	SKIN	217029		12 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048276	SKIN	217030		12 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
5025464	DOT	6617		10 Jul 1995				Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Santa Isabel	South Pacific	Garanga River	Isabel Province							
6048290	SKIN	217037		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048280	SKIN	217032		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048282	SKIN	217033		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048284	SKIN	217034		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048286	SKIN	217035		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048288	SKIN	217036		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048278	SKIN	217031		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048292	SKIN	217038		12 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048294	SKIN	217039		12 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048296	SKIN	217040		12 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048298	SKIN	217041		12 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6048272	SKIN	217028		11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6051502	SKIN	218998		29 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Santa Isabel	South Pacific	Darlington Point	Isabel Province						-8.079436	159.519614
6051500	SKIN	218997		25 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Guadalcanal	South Pacific	Cape Hunter	Guadalcanal Province						-9.798451	159.821761
6051498	SKIN	218996		13 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Guadalcanal	South Pacific	Wanderer Bay	Guadalcanal Province						-9.690219	159.709801
6051496	SKIN	218995		13 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Guadalcanal	South Pacific	Wanderer Bay	Guadalcanal Province						-9.690219	159.709801
6051494	SKIN	218994		07 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Guadalcanal	South Pacific	Lavoro Plantation	Guadalcanal Province						-9.321536	159.588968
6051492	SKIN	218993		07 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Guadalcanal	South Pacific	Lavoro Plantation	Guadalcanal Province						-9.321536	159.588968
6051490	SKIN	218992		14 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Guadalcanal	South Pacific	Cape Hunter	Guadalcanal Province						-9.798451	159.821761
6051488	SKIN	218991		14 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Guadalcanal	South Pacific	Cape Hunter	Guadalcanal Province						-9.798451	159.821761
6051508	SKIN	219001		29 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Santa Isabel	South Pacific	Darlington Point	Isabel Province						-8.079436	159.519614
6051486	SKIN	218990		02 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Guadalcanal	South Pacific	Domma Anchorage	Guadalcanal Province			0	914	0-3000 feet	-9.31903	159.802558
6051506	SKIN	219000		21 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Santa Isabel	South Pacific	near Maringe Lagoon	Isabel Province						-8.125132	159.580633
6051510	SKIN	219002		31 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Santa Isabel	South Pacific	Darlington Point	Isabel Province						-8.079436	159.519614
6055248	SKIN	220905		26 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Choiseul	South Pacific	Choiseul Bay	Choiseul Province						-6.695653	156.407
6051504	SKIN	218999		29 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Santa Isabel	South Pacific	Darlington Point	Isabel Province						-8.079436	159.519614
6069714	SKIN	228255		14 Oct 1929		Whitney South Sea Expedition	Hamlin, Mayr	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6069718	SKIN	228257		28 Oct 1929		Whitney South Sea Expedition	Hamlin, Mayr	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6069716	SKIN	228256		14 Oct 1929		Whitney South Sea Expedition	Hamlin, Mayr	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6066562	SKIN	226705		04 Mar 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Malaita	South Pacific	Eringomano	Malaita Province			396		1300 feet	-9.121174	160.94752
6497559	SKIN	217037	bis	11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Assts.	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6497557	SKIN	217028	bis	11 Feb 1927		Whitney South Sea Expedition	R. H. Beck & Assts.	Anseriformes	Anatidae	Anas	superciliosa		Oceania	Solomon Islands			Tikopia (Tucopia)	South Pacific		Temotu Province						-12.292841	168.82778
6509658	EN	5884		19 Apr 1921		Whitney South Sea Expedition		Anseriformes	Anatidae	Anas	superciliosa	pelewensis							Rapa Island, Pacific								
2169304	SKIN	732490		10 Feb 1905			B. Chunkoo	Anseriformes	Anatidae	Anas	bahamensis	bahamensis		D. Guiana					Seashore								
6452469	SKEL	9571		16 Sep 1960				Anseriformes	Anatidae	Anas	erythrorhyncha								Madagasear								
5604128	SKIN	443555		17 Dec 1915			R. H. Beck	Anseriformes	Anatidae	Anas	flavirostris			Falkland Is.					Sea Lion I.								
5604126	SKIN	443554		17 Dec 1915			R. H. Beck	Anseriformes	Anatidae	Anas	flavirostris			Falkland Is.					Sea Lion I.								
5604208	SKIN	443595		17 Dec 1915			R. H. Beck	Anseriformes	Anatidae	Anas	georgica	spinicauda		Falkland Is.					Sea Lion I.								
5604210	SKIN	443596		17 Dec 1915			R. H. Beck	Anseriformes	Anatidae	Anas	georgica	spinicauda		Falkland Is.					Sea Lion I.								
2169240	SKIN	732458					Dr. Moltrecht	Anseriformes	Anatidae	Anas	acuta								Anadyr		Bering Sea						
2033840	SKIN	817827						Anseriformes	Anatidae	Anas	acuta		North and Central America	USA					Seatuck, L.I.	New York							
2119167	SKIN	787422		05 Dec 1962				Anseriformes	Anatidae	Anas	crecca		North and Central America	USA					Seaford	New York							
2033844	SKIN	817829						Anseriformes	Anatidae	Aythya	americana		North and Central America	USA					Seatuck, L.I.	New York							
2170658	SKIN	733167		Feb 1922			N.C. Rothschild	Anseriformes	Anatidae	Aythya	fuligula								Near Rostock		Baltic Sea						
2170666	SKIN	733171		Mar			N.C. Rothschild	Anseriformes	Anatidae	Aythya	fuligula								Lubeck		Baltic Sea						
2170670	SKIN	733173		Mar 1914			N.C. Rothschild	Anseriformes	Anatidae	Aythya	fuligula										Baltic Sea						
2170662	SKIN	733169		Feb 1922			N.C. Rothschild	Anseriformes	Anatidae	Aythya	fuligula								Near Rostock		Baltic Sea						
2170664	SKIN	733170		Feb 1922			N.C. Rothschild	Anseriformes	Anatidae	Aythya	fuligula								Near Rostock		Baltic Sea						
2170648	SKIN	733162		20 Jan 1827			Geldern	Anseriformes	Anatidae	Aythya	fuligula			Holland					Katwyk on Sea								
2170668	SKIN	733172		Mar 1914			N.C. Rothschild	Anseriformes	Anatidae	Aythya	fuligula										Baltic Sea						
2170660	SKIN	733168		Feb 1913			N.C. Rothschild	Anseriformes	Anatidae	Aythya	fuligula								Near Rostock		Baltic Sea						
5736765	SKIN	351087		04 Apr 1909				Anseriformes	Anatidae	Aythya	marila		North and Central America	USA					Seaford	New York							
5736767	SKIN	351088		21 Mar 1909				Anseriformes	Anatidae	Aythya	marila		North and Central America	USA					Seaford	New York							
6038122	SKIN	248856		22 Nov 1931			Arthur Richter	Anseriformes	Anatidae	Aythya	marila		North and Central America	USA					Seaford Harbor, L.I.	New York							
5585717	SKIN	436163		11 Apr 1909			R. W. Peavey	Anseriformes	Anatidae	Aythya	marila		North and Central America	USA					Seaford, L.I.	New York							
5736769	SKIN	351089		28 Mar 1909				Anseriformes	Anatidae	Aythya	marila		North and Central America	USA					Seaford	New York							
5736933	SKIN	351171		13 Mar 1909				Anseriformes	Anatidae	Aythya	affinis		North and Central America	USA					Seaford, Long Island	New York							
5736935	SKIN	351172		19 Apr 1909				Anseriformes	Anatidae	Aythya	affinis		North and Central America	USA					Seaford, Long Island	New York							
5236192	SKEL	27387		Feb 2001				Anseriformes	Anatidae	Aythya	affinis		North and Central America	USA					Salvaged Wild Bird, Sea World San Diego	California							
2172366	SKIN	734021		1905			Dr. Moltrecht	Anseriformes	Anatidae	Polysticta	stelleri								Anadyr		Bering Sea						
2172368	SKIN	734022		1908			Dr. Moltrecht	Anseriformes	Anatidae	Polysticta	stelleri								Anadyr		Bering Sea						
2123375	SKIN	750010		26 Jun 1900			A.H. Dunham	Anseriformes	Anatidae	Somateria	fischeri								Diomede Ids. Bering Sea								
6305495	SKIN	64789		09 Dec 1890			Wm. Dutcher	Anseriformes	Anatidae	Somateria	spectabilis		North and Central America	USA	Suffolk Co.				Atlanticville	New York							
5585879	SKIN	436205		24 Dec 1908			R. W. Peavey	Anseriformes	Anatidae	Somateria	spectabilis		North and Central America	USA					Seaford, L.I.	New York							
2172054	SKIN	733865		1905			Dr. Moltrecht	Anseriformes	Anatidae	Somateria	spectabilis								Anadyr		Bering Sea						
2171804	SKIN	733740		1905			Dr. Moltrecht	Anseriformes	Anatidae	Somateria	mollissima	v-nigra							Anadyr		Bering Sea						
5737605	SKIN	351507		19 Apr 1905				Anseriformes	Anatidae	Somateria	mollissima	borealis		Sweden					Baltic Sea (?)								
5737603	SKIN	351506		19 Apr 1905				Anseriformes	Anatidae	Somateria	mollissima	borealis		Sweden					Baltic Sea (?)								
6512858	EN	7484		03 Jul 1907			P. B. Philipp & T. F. Wilcox	Anseriformes	Anatidae	Somateria	mollissima	dresseri							Seal Island, Nova Scotia, Canada								
2171956	SKIN	733816		Jul			Brehm	Anseriformes	Anatidae	Somateria	mollissima	mollissima									Northern Seas						
2171924	SKIN	733800		15 Nov 1905			F.W. Frohawk	Anseriformes	Anatidae	Somateria	mollissima	mollissima	Europe	United Kingdom	Essex				Wallasea	England							
6393487	SKIN	35738		Mar 1888				Anseriformes	Anatidae	Histrionicus	histrionicus		North and Central America	USA					Seal Harbor	Maine							
6407598	SKIN	6999						Anseriformes	Anatidae	Camptorhynchus	labradorius								'North Atlantic'								
5028346	DOT	8060		03 Nov 2004			Paul R. Sweet	Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Nassau County				Ocean off Point Lookout	New York							
5028348	DOT	8061		03 Nov 2004			John Adams	Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Nassau County				Ocean off Point Lookout	New York							
5085342	SKEL	27972		03 Nov 2004			John Adams	Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Nassau County				Ocean off Point Lookout	New York							
5237210	SKEL	27971		03 Nov 2004			John Adams	Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Nassau Co.				Ocean off Point Lookout	New York							
5738049	SKIN	351729		12 Feb 1914				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738051	SKIN	351730		14 Feb 1914				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738053	SKIN	351731		17 Feb 1914				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738047	SKIN	351728		12 Feb 1914				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738067	SKIN	351738		11 Jan 1912				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738059	SKIN	351734		21 Oct 1912				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738061	SKIN	351735		29 Oct 1912				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738063	SKIN	351736		01 Nov 1912				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738055	SKIN	351732		11 Jan 1912				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738043	SKIN	351726		08 Jan 1912				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738057	SKIN	351733		21 Oct 1912				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738065	SKIN	351737		13 Feb 1914				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
5738045	SKIN	351727		13 Nov 1912				Anseriformes	Anatidae	Melanitta	perspicillata		North and Central America	USA	Monterey Co.				Pacific Grove	California							
2172260	SKIN	733968					Dr. Moltrecht	Anseriformes	Anatidae	Melanitta	fusca	stejnegeri							Amadyr		Bering Sea						
5737933	SKIN	351671		01 Dec 1911				Anseriformes	Anatidae	Melanitta	fusca	deglandi	North and Central America	USA	Monterey Co.				Pacific Grove	California							
